"Country or Area","Subgroup","Year","Source","Unit","Value","Value Footnotes"
"Burundi","Rural Female","1993","UNSD_Demographic Yearbook Database_Sep2007 (Official national estimate)","Number","2774889","4"
"Burundi","Rural Female","1990","UNSD_Demographic Yearbook Database_Sep2007 (Census figure)","Number","2565422","2"
"Burundi","Rural Male","1997","UNSD_Demographic Yearbook Database_Sep2007 (Official national estimate)","Number","2771124","4"
"Burundi","Rural Male","1996","UNSD_Demographic Yearbook Database_Sep2007 (Official national estimate)","Number","2726987","4"
"Burundi","Rural Male","1995","UNSD_Demographic Yearbook Database_Sep2007 (Official national estimate)","Number","2681169","4"
"Burundi","Rural Male","1994","UNSD_Demographic Yearbook Database_Sep2007 (Official national estimate)","Number","2635963","4"
"Burundi","Rural Male","1993","UNSD_Demographic Yearbook Database_Sep2007 (Official national estimate)","Number","2591399","4"
"Burundi","Rural Male","1990","UNSD_Demographic Yearbook Database_Sep2007 (Census figure)","Number","2394327","2"
"Cambodia","Rural Female","2004","UNSD_Demographic Yearbook Database_Sep2007 (Official national estimate)","Number","5638416","12"
"Cambodia","Rural Female","1998","UNSD_Demographic Yearbook Database_Sep2007 (Census figure)","Number","5008859","13"
"Cambodia","Rural Female","1996","UNSD_Demographic Yearbook Database_Sep2007 (Official national estimate)","Number","4781000","14"
"Cambodia","Rural Female","1990","UNSD_Demographic Yearbook Database_Sep2007 (Official national estimate)","Number","4012153","15"
"Cambodia","Rural Male","2004","UNSD_Demographic Yearbook Database_Sep2007 (Official national estimate)","Number","5265002","12"
"Cambodia","Rural Male","1998","UNSD_Demographic Yearbook Database_Sep2007 (Census figure)","Number","4633222","13"
"Cambodia","Rural Male","1996","UNSD_Demographic Yearbook Database_Sep2007 (Official national estimate)","Number","4381000","14"
"Cambodia","Rural Male","1990","UNSD_Demographic Yearbook Database_Sep2007 (Official national estimate)","Number","3474138","15"
"Canada","Rural Female","2001","UNSD_Demographic Yearbook Database_Sep2007 (Census figure)","Number","2987050","2"
"Canada","Rural Female","1996","UNSD_Demographic Yearbook Database_Sep2007 (Census figure)","Number","3117820","16"
"Canada","Rural Female","1991","UNSD_Demographic Yearbook Database_Sep2007 (Census figure)","Number","3110445","2"
"Canada","Rural Female","1986","UNSD_Demographic Yearbook Database_Sep2007 (Census figure)","Number","2888155","2"
"Canada","Rural Male","2001","UNSD_Demographic Yearbook Database_Sep2007 (Census figure)","Number","3111935","2"
"Canada","Rural Male","1996","UNSD_Demographic Yearbook Database_Sep2007 (Census figure)","Number","3267730","16"
"Canada","Rural Male","1991","UNSD_Demographic Yearbook Database_Sep2007 (Census figure)","Number","3279640","2"
"Canada","Rural Male","1986","UNSD_Demographic Yearbook Database_Sep2007 (Census figure)","Number","3069090","2"
"Cape Verde","Rural Female","2003","UNSD_Demographic Yearbook Database_Sep2007 (Official national estimate)","Number","105956",""
"Cape Verde","Rural Female","2002","UNSD_Demographic Yearbook Database_Sep2007 (Official national estimate)","Number","105633",""
"Cape Verde","Rural Female","2001","UNSD_Demographic Yearbook Database_Sep2007 (Official national estimate)","Number","105262",""
"Cape Verde","Rural Female","2000","UNSD_Demographic Yearbook Database_Sep2007 (Census figure)","Number","104842",""
"Cape Verde","Rural Female","1990","UNSD_Demographic Yearbook Database_Sep2007 (Census figure)","Number","101289",""
"Cape Verde","Rural Male","2003","UNSD_Demographic Yearbook Database_Sep2007 (Official national estimate)","Number","97600",""
"Cape Verde","Rural Male","2002","UNSD_Demographic Yearbook Database_Sep2007 (Official national estimate)","Number","97287",""
"Cape Verde","Rural Male","2001","UNSD_Demographic Yearbook Database_Sep2007 (Official national estimate)","Number","96937",""
"Cape Verde","Rural Male","2000","UNSD_Demographic Yearbook Database_Sep2007 (Census figure)","Number","96551",""
"Cape Verde","Rural Male","1990","UNSD_Demographic Yearbook Database_Sep2007 (Census figure)","Number","89603",""
"Central African Republic","Rural Female","2003","UNSD_Demographic Yearbook Database_Sep2007 (Census figure)","Number","985657",""
"Central African Republic","Rural Female","1988","UNSD_Demographic Yearbook Database_Sep2007 (Census figure)","Number","792251",""
"Central African Republic","Rural Male","2003","UNSD_Demographic Yearbook Database_Sep2007 (Census figure)","Number","970564",""
"Central African Republic","Rural Male","1988","UNSD_Demographic Yearbook Database_Sep2007 (Census figure)","Number","757926",""
"Chile","Rural Female","2004","UNSD_Demographic Yearbook Database_Sep2007 (Official national estimate)","Number","993270",""
"Chile","Rural Female","2003","UNSD_Demographic Yearbook Database_Sep2007 (Official national estimate)","Number","985122",""
"Chile","Rural Female","2002","UNSD_Demographic Yearbook Database_Sep2007 (Census figure)","Number","944938",""
"Chile","Rural Female","2002","UNSD_Demographic Yearbook Database_Sep2007 (Official national estimate)","Number","976974",""
"Chile","Rural Female","2001","UNSD_Demographic Yearbook Database_Sep2007 (Official national estimate)","Number","968827",""
"Chile","Rural Female","2000","UNSD_Demographic Yearbook Database_Sep2007 (Official national estimate)","Number","960676",""
"Chile","Rural Female","1999","UNSD_Demographic Yearbook Database_Sep2007 (Official national estimate)","Number","973929",""
"Chile","Rural Female","1998","UNSD_Demographic Yearbook Database_Sep2007 (Official national estimate)","Number","987181",""
"Chile","Rural Female","1997","UNSD_Demographic Yearbook Database_Sep2007 (Official national estimate)","Number","1000440",""
"Chile","Rural Female","1996","UNSD_Demographic Yearbook Database_Sep2007 (Official national estimate)","Number","1013689",""
"Chile","Rural Female","1995","UNSD_Demographic Yearbook Database_Sep2007 (Official national estimate)","Number","1026935",""
"Chile","Rural Female","1994","UNSD_Demographic Yearbook Database_Sep2007 (Official national estimate)","Number","1021962",""
"Chile","Rural Female","1993","UNSD_Demographic Yearbook Database_Sep2007 (Official national estimate)","Number","1016983",""
"Chile","Rural Female","1992","UNSD_Demographic Yearbook Database_Sep2007 (Census figure)","Number","1019502",""
"Chile","Rural Female","1992","UNSD_Demographic Yearbook Database_Sep2007 (Official national estimate)","Number","1012006",""
"Chile","Rural Female","1991","UNSD_Demographic Yearbook Database_Sep2007 (Official national estimate)","Number","1007025",""
"Chile","Rural Female","1990","UNSD_Demographic Yearbook Database_Sep2007 (Official national estimate)","Number","1002044",""
"Chile","Rural Male","2004","UNSD_Demographic Yearbook Database_Sep2007 (Official national estimate)","Number","1133905",""
"Chile","Rural Male","2003","UNSD_Demographic Yearbook Database_Sep2007 (Official national estimate)","Number","1125477",""
"Chile","Rural Male","2002","UNSD_Demographic Yearbook Database_Sep2007 (Census figure)","Number","1081384",""
"Chile","Rural Male","2002","UNSD_Demographic Yearbook Database_Sep2007 (Official national estimate)","Number","1117051",""
"Chile","Rural Male","2001","UNSD_Demographic Yearbook Database_Sep2007 (Official national estimate)","Number","1108622",""
"Chile","Rural Male","2000","UNSD_Demographic Yearbook Database_Sep2007 (Official national estimate)","Number","1100195",""
"Chile","Rural Male","1999","UNSD_Demographic Yearbook Database_Sep2007 (Official national estimate)","Number","1116807",""
"Chile","Rural Male","1998","UNSD_Demographic Yearbook Database_Sep2007 (Official national estimate)","Number","1133415",""
"Chile","Rural Male","1997","UNSD_Demographic Yearbook Database_Sep2007 (Official national estimate)","Number","1150026",""
"Chile","Rural Male","1996","UNSD_Demographic Yearbook Database_Sep2007 (Official national estimate)","Number","1166637",""
"Chile","Rural Male","1995","UNSD_Demographic Yearbook Database_Sep2007 (Official national estimate)","Number","1183250",""
"Chile","Rural Male","1994","UNSD_Demographic Yearbook Database_Sep2007 (Official national estimate)","Number","1182142",""
"Chile","Rural Male","1993","UNSD_Demographic Yearbook Database_Sep2007 (Official national estimate)","Number","1181034",""
"Chile","Rural Male","1992","UNSD_Demographic Yearbook Database_Sep2007 (Census figure)","Number","1188494",""
"Chile","Rural Male","1992","UNSD_Demographic Yearbook Database_Sep2007 (Official national estimate)","Number","1179926",""
"Chile","Rural Male","1991","UNSD_Demographic Yearbook Database_Sep2007 (Official national estimate)","Number","1178818",""
"Chile","Rural Male","1990","UNSD_Demographic Yearbook Database_Sep2007 (Official national estimate)","Number","1177710",""
"China","Rural Female","2000","UNSD_Demographic Yearbook Database_Sep2007 (Census figure)","Number","378829981","17"
"China","Rural Male","2000","UNSD_Demographic Yearbook Database_Sep2007 (Census figure)","Number","405011262","17"
"Colombia","Rural Female","1993","UNSD_Demographic Yearbook Database_Sep2007 (Census figure)","Number","4510939",""
"Colombia","Rural Female","1985","UNSD_Demographic Yearbook Database_Sep2007 (Census figure)","Number","4274221",""
"Colombia","Rural Male","1993","UNSD_Demographic Yearbook Database_Sep2007 (Census figure)","Number","5084831",""
"Colombia","Rural Male","1985","UNSD_Demographic Yearbook Database_Sep2007 (Census figure)","Number","4850158",""
"Comoros","Rural Female","1991","UNSD_Demographic Yearbook Database_Sep2007 (Census figure)","Number","162446","18"
"Comoros","Rural Male","1991","UNSD_Demographic Yearbook Database_Sep2007 (Census figure)","Number","157152","18"
"Cook Islands","Rural Female","1996","UNSD_Demographic Yearbook Database_Sep2007 (Census figure)","Number","3766",""
"Cook Islands","Rural Male","1996","UNSD_Demographic Yearbook Database_Sep2007 (Census figure)","Number","4112",""
"Costa Rica","Rural Female","2004","UNSD_Demographic Yearbook Database_Sep2007 (Official national estimate)","Number","842592","2"
"Costa Rica","Rural Female","2003","UNSD_Demographic Yearbook Database_Sep2007 (Official national estimate)","Number","826381","2"
"Costa Rica","Rural Female","2002","UNSD_Demographic Yearbook Database_Sep2007 (Official national estimate)","Number","802237","2"
"Costa Rica","Rural Female","2001","UNSD_Demographic Yearbook Database_Sep2007 (Official national estimate)","Number","785245","2"
"Costa Rica","Rural Female","2000","UNSD_Demographic Yearbook Database_Sep2007 (Census figure)","Number","754399","2"
"Costa Rica","Rural Female","2000","UNSD_Demographic Yearbook Database_Sep2007 (Official national estimate)","Number","770337","2"
"Costa Rica","Rural Female","1999","UNSD_Demographic Yearbook Database_Sep2007 (Official national estimate)","Number","904724","2"
"Costa Rica","Rural Female","1998","UNSD_Demographic Yearbook Database_Sep2007 (Official national estimate)","Number","931278","2"
"Costa Rica","Rural Female","1997","UNSD_Demographic Yearbook Database_Sep2007 (Official national estimate)","Number","910427","2"
"Costa Rica","Rural Female","1996","UNSD_Demographic Yearbook Database_Sep2007 (Official national estimate)","Number","883990","2"
"Costa Rica","Rural Female","1995","UNSD_Demographic Yearbook Database_Sep2007 (Official national estimate)","Number","867736","2"
"Costa Rica","Rural Female","1994","UNSD_Demographic Yearbook Database_Sep2007 (Official national estimate)","Number","839641","2"
"Costa Rica","Rural Female","1993","UNSD_Demographic Yearbook Database_Sep2007 (Official national estimate)","Number","823327","2"
"Costa Rica","Rural Female","1992","UNSD_Demographic Yearbook Database_Sep2007 (Official national estimate)","Number","804117","2"
"Costa Rica","Rural Female","1991","UNSD_Demographic Yearbook Database_Sep2007 (Official national estimate)","Number","787997","2"
"Costa Rica","Rural Female","1990","UNSD_Demographic Yearbook Database_Sep2007 (Official national estimate)","Number","763069","2"
"Costa Rica","Rural Female","1989","UNSD_Demographic Yearbook Database_Sep2007 (Official national estimate)","Number","751682","2"
"Costa Rica","Rural Female","1988","UNSD_Demographic Yearbook Database_Sep2007 (Official national estimate)","Number","726958","2"
"Costa Rica","Rural Female","1987","UNSD_Demographic Yearbook Database_Sep2007 (Official national estimate)","Number","709823","2"
"Costa Rica","Rural Female","1986","UNSD_Demographic Yearbook Database_Sep2007 (Official national estimate)","Number","624828","2"
"Costa Rica","Rural Female","1985","UNSD_Demographic Yearbook Database_Sep2007 (Official national estimate)","Number","624226","2"
"Costa Rica","Rural Male","2004","UNSD_Demographic Yearbook Database_Sep2007 (Official national estimate)","Number","870908","2"
"Costa Rica","Rural Male","2003","UNSD_Demographic Yearbook Database_Sep2007 (Official national estimate)","Number","849850","2"
"Costa Rica","Rural Male","2002","UNSD_Demographic Yearbook Database_Sep2007 (Official national estimate)","Number","836488","2"
"Costa Rica","Rural Male","2001","UNSD_Demographic Yearbook Database_Sep2007 (Official national estimate)","Number","815774","2"
"Costa Rica","Rural Male","2000","UNSD_Demographic Yearbook Database_Sep2007 (Census figure)","Number","806366","2"
"Costa Rica","Rural Male","2000","UNSD_Demographic Yearbook Database_Sep2007 (Official national estimate)","Number","790549","2"
"Costa Rica","Rural Male","1999","UNSD_Demographic Yearbook Database_Sep2007 (Official national estimate)","Number","931601","2"
"Costa Rica","Rural Male","1998","UNSD_Demographic Yearbook Database_Sep2007 (Official national estimate)","Number","969359","2"
"Costa Rica","Rural Male","1997","UNSD_Demographic Yearbook Database_Sep2007 (Official national estimate)","Number","940866","2"
"Costa Rica","Rural Male","1996","UNSD_Demographic Yearbook Database_Sep2007 (Official national estimate)","Number","925558","2"
